label,ss
bacterial 2-hybrid assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007623]
high throughput evidence,[http://purl.obolibrary.org/obo/ECO_0006055]
cap analysis of gene expression evidence,[http://purl.obolibrary.org/obo/ECO_0000309]
blocking monoclonal antibody evidence,[http://purl.obolibrary.org/obo/ECO_0001013]
environmental perturbation phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007136]
reporter gene assay evidence,[http://purl.obolibrary.org/obo/ECO_0000049]
combinatorial experimental and author inference evidence contained in single publication used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006218]
single exon transcript confirmation via alignment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007256]
manually integrated combinatorial experimental evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007656]
affinity chromatography evidence,[http://purl.obolibrary.org/obo/ECO_0000079]
phosphatase assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007772]
filter binding assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007385]
fluorescence in situ hybridization evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001182]
nucleic acid binding evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007505]
wide-field microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0005588]
clinical study evidence,[http://purl.obolibrary.org/obo/ECO_0000180]
restriction landmark genomic scanning evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001270]
turbidity measurement evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006307]
polyadenylated transcript 3'-end-sequencing evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006244]
cell staining evidence,[http://purl.obolibrary.org/obo/ECO_0001603]
curator inference from MedlinePlus encyclopedia,[http://purl.obolibrary.org/obo/ECO_0007640]
chloramphenicol acetyltransferase reporter gene assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005617]
site-directed mutagenesis phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0005528]
alamarBlue assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007342]
chromosome conformation-based evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007822]
in vivo desumoylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007415]
beta-galactosidase protein immunolocalization evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007247]
biological system reconstruction evidence by experimental evidence from single species,[http://purl.obolibrary.org/obo/ECO_0005553]
proton-based nuclear magnetic resonance evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006198]
automatically integrated combinatorial evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000245]
beta-galactosidase fusion protein localization evidence,[http://purl.obolibrary.org/obo/ECO_0000132]
colony papillation assay phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007620]
translocation mutation phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007272]
ATP bioluminescence assay evidence,[http://purl.obolibrary.org/obo/ECO_0005011]
desumoylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007802]
protein binding evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006076]
in vitro transcription assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001204]
current clamp recording evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007174]
in vitro acetylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007393]
similarity evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000252]
protein assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007784]
electroencephalography recording evidence,[http://purl.obolibrary.org/obo/ECO_0005577]
deletion mutation phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0001038]
genetically encoded fluorescent electrophysiology assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006039]
nano-cap analysis of gene expression evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007249]
allograft transplantation phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0001009]
in vitro defarnesylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001193]
co-sedimentation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001028]
biological aspect of ancestor evidence,[http://purl.obolibrary.org/obo/ECO_0000308]
loss-of-function mutant phenotype evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007193]
biological target-disease association via drug evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007260]
ubiquitination assay evidence,[http://purl.obolibrary.org/obo/ECO_0001562]
heterologous protein expression evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000282]
bacterial one-hybrid evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007576]
cell-based assay evidence,[http://purl.obolibrary.org/obo/ECO_0001565]
duplication mutation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007164]
primer extension assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005657]
glutathione S-transferase pull-down assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007511]
in vitro sumoylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007406]
cryogenic electron microscopy-based structural model with missing residue coordinates,[http://purl.obolibrary.org/obo/ECO_0006189]
positional similarity evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007094]
"differential geneset expression evidence from microarray experiment (GSEA, Fisher-exact) used in manual assertion",[http://purl.obolibrary.org/obo/ECO_0007154]
experimental phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007635]
fluorescent sensor evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006035]
nuclear magnetic resonance spectroscopy-based hydrogen-deuterium exchange evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006197]
compositional similarity evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007200]
chemotaxis assay evidence,[http://purl.obolibrary.org/obo/ECO_0005021]
protein BLAST evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000031]
cell-detached inside-out single-channel recording evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007281]
combinatorial experimental and curator inference evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007593]
curator inference from Oxford Dictionary used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007762]
specific protein inhibition by antibody evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007151]
fluorescence microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006324]
microtiter plate biofilm assay evidence,[http://purl.obolibrary.org/obo/ECO_0006022]
ad-hoc qualitative phenotype observation evidence,[http://purl.obolibrary.org/obo/ECO_0005673]
acetylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007794]
curator inference from authoritative source used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007752]
protein binding evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007373]
spheroplast fusion assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0001578]
expression pattern evidence,[http://purl.obolibrary.org/obo/ECO_0000008]
differential scanning calorimetry evidence,[http://purl.obolibrary.org/obo/ECO_0006193]
patch-clamp recording evidence,[http://purl.obolibrary.org/obo/ECO_0006012]
nucleic acid localization evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007727]
author statement supported by traceable reference used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007321]
survival rate analysis evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007525]
constitutively active mutant evidence,[http://purl.obolibrary.org/obo/ECO_0001032]
reporter gene assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007682]
DNA laddering assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007380]
automatically integrated combinatorial computational evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007652]
in vitro polyADP-ribosylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001069]
cytochalasin experiment evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007141]
magnetic resonance evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006285]
co-immunoprecipitation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006030]
"4',6-diamidino-2-phenylindole staining evidence used in manual assertion",[http://purl.obolibrary.org/obo/ECO_0001174]
RNA protection assay evidence,[http://purl.obolibrary.org/obo/ECO_0000110]
differential methylation hybridization evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007302]
gel electrophoresis evidence,[http://purl.obolibrary.org/obo/ECO_0000337]
manually integrated combinatorial computational and experimental evidence,[http://purl.obolibrary.org/obo/ECO_0007662]
split-ubiquitin functional complementation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007569]
reverse transcription polymerase chain reaction evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001808]
in vitro ubiquitination assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001206]
polyadenylated transcript 3'-end-sequencing evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006243]
protein localization evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007807]
heterologous protein expression evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007311]
in vitro desumoylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007398]
morpholino experiment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007557]
ad-hoc qualitative phenotype observation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005674]
point mutation phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007448]
colony biofilm assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006027]
site-directed mutagenesis phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007524]
methylation interference footprinting evidence,[http://purl.obolibrary.org/obo/ECO_0001827]
functional complementation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006091]
in vitro phosphatase assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001200]
confocal laser scanning microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0007059]
tissue microarray evidence,[http://purl.obolibrary.org/obo/ECO_0001130]
comparative genomics motif search evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005623]
polyADP-ribosylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007715]
plaque assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007606]
Southwestern blot evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007574]
fractionation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007534]
single-unit extracellular recording evidence,[http://purl.obolibrary.org/obo/ECO_0006045]
dynamic fluorescence quenching evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006327]
whole-cell voltage clamp recording evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007279]
protein BLAST evidence,[http://purl.obolibrary.org/obo/ECO_0000208]
desumoylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007720]
high throughput genetic interaction phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0007002]
in vitro protein kinase assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007405]
whole-cell voltage clamp recording evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007175]
dynamic fluorescence quenching evidence,[http://purl.obolibrary.org/obo/ECO_0006273]
ultraviolet light footprinting evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005669]
mutant phenotype evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000315]
transmission electron microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007608]
in vitro phosphatase assay evidence,[http://purl.obolibrary.org/obo/ECO_0001067]
single-cell RNA-sequencing evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_000156]
author statement,[http://purl.obolibrary.org/obo/ECO_0000204]
functional complementation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007578]
quantitative reverse transcription polymerase chain reaction evidence,[http://purl.obolibrary.org/obo/ECO_0001566]
in vitro protein kinase assay evidence,[http://purl.obolibrary.org/obo/ECO_0001068]
position-specific scoring matrix motif search evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005659]
fluorescence anisotropy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005632]
manually integrated combinatorial computational and experimental evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007663]
in vitro deubiquitination assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001196]
in vitro recombinant protein transcription reconstitution assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007215]
transcription assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007693]
cytochrome C release assay evidence,[http://purl.obolibrary.org/obo/ECO_0001036]
nuclease protection assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007316]
positional similarity evidence,[http://purl.obolibrary.org/obo/ECO_0000060]
inference by association of genotype from phenotype used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007295]
fluorescence microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006323]
ectopic expression evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001273]
deacetylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001548]
polysome profiling evidence,[http://purl.obolibrary.org/obo/ECO_0001592]
slide agglutination test evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007597]
blocking polyclonal antibody evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007350]
self-reported individual's statement evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006158]
[3H]arachidonic acid release assay evidence,[http://purl.obolibrary.org/obo/ECO_0001002]
electron paramagnetic resonance evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006287]
radioimmunoassay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007456]
self-reported individual's statement evidence,[http://purl.obolibrary.org/obo/ECO_0006153]
immunofluorescence super resolution microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006073]
cell transfection experiment evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005802]
anion-exchange chromatography evidence,[http://purl.obolibrary.org/obo/ECO_0001010]
defarnesylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001549]
cDNA to DNA expression microarray evidence,[http://purl.obolibrary.org/obo/ECO_0000097]
functional complementation evidence,[http://purl.obolibrary.org/obo/ECO_0000012]
evidence,[http://purl.obolibrary.org/obo/ECO_0000000]
gel electrophoresis evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007688]
experimental phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007634]
isothermal titration calorimetry evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007515]
"5-cyano-2,3-ditolyl tetrazolium chloride staining evidence used in manual assertion",[http://purl.obolibrary.org/obo/ECO_0007038]
protein:ion binding evidence,[http://purl.obolibrary.org/obo/ECO_0000142]
air-liquid interface assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006025]
tethered cell assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007290]
native protein gel electrophoresis evidence,[http://purl.obolibrary.org/obo/ECO_0006262]
combinatorial computational and experimental evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007744]
in situ hybridization evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0001837]
in vivo methylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001215]
in vivo protein kinase assay evidence,[http://purl.obolibrary.org/obo/ECO_0001085]
green fluorescent protein fusion protein localization evidence,[http://purl.obolibrary.org/obo/ECO_0000126]
phylogenetic evidence,[http://purl.obolibrary.org/obo/ECO_0000080]
voltammetry evidence,[http://purl.obolibrary.org/obo/ECO_0007015]
heterologous system uptake evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007114]
functional complementation in heterologous system evidence,[http://purl.obolibrary.org/obo/ECO_0000064]
yeast one-hybrid evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007568]
in vivo polyADP-ribosylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0005500]
protein microarray evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007452]
sodium dodecyl sulfate polyacrylamide gel electrophoresis evidence,[http://purl.obolibrary.org/obo/ECO_0000333]
in vitro deacetylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007395]
atomic force microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0001589]
radioligand binding assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007591]
capillary assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007292]
fluorescence recovery after photobleaching evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007564]
scanning electron microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007609]
ultraviolet light footprinting evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007526]
comparative genomics motif search evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005622]
microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007435]
support of intron positions by RNA-sequencing alignment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000347]
DNAse footprinting evidence,[http://purl.obolibrary.org/obo/ECO_0001810]
nucleic acid localization evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007809]
fluorescence anisotropy evidence,[http://purl.obolibrary.org/obo/ECO_0001811]
spatial pattern of transcript expression evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007317]
confocal laser scanning microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007060]
morpholino experiment evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006051]
colony biofilm assay evidence,[http://purl.obolibrary.org/obo/ECO_0006026]
capillary assay evidence,[http://purl.obolibrary.org/obo/ECO_0005609]
differential interference contrast microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007614]
chromatin immunoprecipitation-chip evidence,[http://purl.obolibrary.org/obo/ECO_0000230]
cell-detached inside-out single-channel recording evidence,[http://purl.obolibrary.org/obo/ECO_0005574]
repeat expansion mutation phenotypic evidence,[http://purl.obolibrary.org/obo/ECO_0005513]
protein expression evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007309]
blocking peptide evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007349]
documented statement evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006155]
small-angle X-ray scattering evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006210]
beta-galactosidase protein immunolocalization evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007143]
phosphoamino acid analysis evidence,[http://purl.obolibrary.org/obo/ECO_0001109]
transmission electron microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0007043]
survival rate analysis evidence,[http://purl.obolibrary.org/obo/ECO_0001822]
in vivo transcription assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007423]
DNA dot blot assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007477]
morphological similarity evidence,[http://purl.obolibrary.org/obo/ECO_0000071]
magnetic resonance evidence,[http://purl.obolibrary.org/obo/ECO_0006252]
methylation interference footprinting evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007519]
coding sequence splice pattern evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000331]
epitope-tagged protein immunolocalization evidence,[http://purl.obolibrary.org/obo/ECO_0000092]
transgenic rescue experiment evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006092]
targeting sequence prediction evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0000261]
conditional knockin evidence,[http://purl.obolibrary.org/obo/ECO_0001031]
quantum mechanics/molecular mechanics simulation evidence,[http://purl.obolibrary.org/obo/ECO_0006135]
fluorescence polarization evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006278]
cell staining evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007261]
biofilm formation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006021]
protein kinase assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007767]
near-UV circular dichroism evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006206]
4C evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007130]
protein thermal shift assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006301]
fluorescence resonance energy transfer evidence,[http://purl.obolibrary.org/obo/ECO_0001048]
quantitative western immunoblotting evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006170]
co-sedimentation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001164]
light scattering evidence,[http://purl.obolibrary.org/obo/ECO_0007061]
gel-filtration evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001184]
neutralization test assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007603]
colony size phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007082]
position-specific scoring matrix motif search evidence,[http://purl.obolibrary.org/obo/ECO_0005536]
genomic context evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000317]
combinatorial experimental and author inference evidence,[http://purl.obolibrary.org/obo/ECO_0007011]
synchrotron radiation circular dichroism evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006202]
support of intron positions by RNA-sequencing alignment evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000346]
tissue microarray evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007466]
methidiumpropyl-ethylenediaminetetraacetic acid iron (II) footprinting evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007517]
cell-detached outside-out single-channel recording evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007284]
tryptic phosphopeptide mapping assay evidence,[http://purl.obolibrary.org/obo/ECO_0001132]
zone of inhibition evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007084]
heteronuclear single quantum coherence spectroscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005642]
fluorescence quantification assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007848]
density functional theory simulation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006145]
fluorescence microscopy evidence,[http://purl.obolibrary.org/obo/ECO_0006271]
gain-of-function mutant phenotypic evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007196]
nuclear magnetic resonance imaging evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006167]
competitive growth assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007147]
high throughput genetic interaction phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007003]
transmembrane domain prediction evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000264]
in vitro palmitoylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001199]
tissue grafting phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007138]
patch-clamp recording evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007537]
protein microarray evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001251]
extended field laser confocal microscopy evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007615]
bait-prey hybrid interaction evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006077]
beta-galactosidase reporter gene assay evidence,[http://purl.obolibrary.org/obo/ECO_0001802]
machine learning prediction of motif instance evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0005650]
biological system reconstruction evidence based on orthology evidence,[http://purl.obolibrary.org/obo/ECO_0005545]
high throughput expression pattern evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007007]
protein fragment functional complementation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006294]
cell-based assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007695]
DNA synthesis cell proliferation assay evidence,[http://purl.obolibrary.org/obo/ECO_0005008]
in vitro sumoylation assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0001203]
consensus search evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005624]
in vitro defarnesylation assay evidence,[http://purl.obolibrary.org/obo/ECO_0001061]
electron microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006003]
substance quantification evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007685]
combinatorial evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000244]
phylogenetic footprinting evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0005654]
particle size and count assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007250]
immunofluorescence evidence,[http://purl.obolibrary.org/obo/ECO_0000007]
computational evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007669]
3C-seq evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007239]
high throughput direct assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007005]
peptide affinity enrichment evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007445]
targeting sequence prediction evidence,[http://purl.obolibrary.org/obo/ECO_0000081]
array-based sequence capture evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0000278]
immunological assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006078]
51Cr release assay evidence,[http://purl.obolibrary.org/obo/ECO_0001004]
static light scattering assay evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007066]
use dependence of inactivation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007277]
automatically integrated combinatorial computational and experimental evidence,[http://purl.obolibrary.org/obo/ECO_0007665]
RNA-sequencing evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006068]
sumoylation assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007788]
use dependence of inactivation evidence,[http://purl.obolibrary.org/obo/ECO_0005570]
density functional theory simulation evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0006146]
biological target-disease association via drug evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007156]
caspase assay evidence,[http://purl.obolibrary.org/obo/ECO_0001019]
macropatch voltage clamp recording evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007182]
hydroxyl-radical footprinting evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007514]
insertion mutation phenotypic evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007163]
beta galactosidase functional complementation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006295]
molecule detection assay evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007816]
koehler illumination microscopy evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0007054]
protein fragment functional complementation evidence used in manual assertion,[http://purl.obolibrary.org/obo/ECO_0006293]
steady state inactivation curve evidence,[http://purl.obolibrary.org/obo/ECO_0005568]
ectopic expression evidence used in automatic assertion,[http://purl.obolibrary.org/obo/ECO_0007473]
